學年度,學校名稱,學制班別(日間),申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),5,3,2,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),4,2,2,0,0,0,0,...,0
106,國立中興大學,學士班(日間),9,7,0,1,1,0,0,...,0
106,國立中興大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),2,1,0,1,0,0,0,...,0
106,國立中興大學,學士班(日間),7,6,1,0,0,0,0,...,0
106,國立中興大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),5,4,0,0,1,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),2,1,0,1,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),10,10,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),12,11,0,0,1,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),21,19,1,0,1,0,0,...,0
106,國立中興大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),7,7,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),4,3,0,1,0,0,0,...,0
106,國立中興大學,學士班(日間),7,7,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),4,3,1,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),13,13,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),21,20,1,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),8,8,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),19,18,1,0,0,0,0,...,0
106,國立中興大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),6,5,0,1,0,0,0,...,0
106,國立中興大學,學士班(日間),5,4,0,1,0,0,0,...,0
106,國立中興大學,學士班(日間),4,3,1,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),2,0,2,0,0,0,0,...,0
106,國立中興大學,學士班(日間),6,6,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),4,2,0,1,1,0,0,...,0
106,國立中興大學,學士班(日間),3,1,0,2,0,0,0,...,0
106,國立中興大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),5,4,0,0,1,0,0,...,0
106,國立中興大學,學士班(日間),9,9,0,0,0,0,0,...,0
106,國立中興大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),9,7,0,1,1,0,0,...,0
106,國立陽明交通大學,學士班(日間),4,3,0,0,0,0,1,...,0
106,國立陽明交通大學,學士班(日間),6,5,1,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),8,3,4,0,0,0,1,...,0
106,國立陽明交通大學,學士班(日間),4,3,0,0,0,0,1,...,0
106,國立陽明交通大學,學士班(日間),5,2,0,0,0,0,3,...,0
106,國立陽明交通大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),5,4,0,0,0,0,1,...,0
106,國立陽明交通大學,學士班(日間),2,1,0,1,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),5,5,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),2,1,1,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),7,7,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),8,8,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),6,4,2,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),29,27,1,0,0,0,1,...,0
106,國立陽明交通大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),17,15,2,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),6,6,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),5,5,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),5,5,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),17,14,2,0,0,0,1,...,0
106,國立陽明交通大學,學士班(日間),5,4,1,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),15,15,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立陽明交通大學,學士班(日間),5,4,0,0,0,0,1,...,0
106,國立陽明交通大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),3,0,0,1,0,0,1,...,1
106,國立中央大學,學士班(日間),9,0,0,3,0,0,3,...,3
106,國立中央大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),7,2,0,3,1,0,1,...,0
106,國立中央大學,學士班(日間),6,4,1,0,0,0,0,...,1
106,國立中央大學,學士班(日間),15,5,1,3,0,0,1,...,5
106,國立中央大學,學士班(日間),9,5,0,3,1,0,0,...,0
106,國立中央大學,學士班(日間),6,3,2,1,0,0,0,...,0
106,國立中央大學,學士班(日間),1,0,0,0,0,0,1,...,0
106,國立中央大學,學士班(日間),5,4,0,0,1,0,0,...,0
106,國立中央大學,學士班(日間),3,2,0,0,0,0,1,...,0
106,國立中央大學,學士班(日間),8,1,2,0,1,0,4,...,0
106,國立中央大學,學士班(日間),6,0,1,1,1,0,3,...,0
106,國立中央大學,學士班(日間),4,1,1,2,0,0,0,...,0
106,國立中央大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),3,2,1,0,0,0,0,...,0
106,國立中央大學,學士班(日間),9,7,1,0,1,0,0,...,0
106,國立中央大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),9,8,0,0,1,0,0,...,0
106,國立中央大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),13,8,0,1,1,0,0,...,3
106,國立中央大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),13,11,1,0,0,0,0,...,1
106,國立中央大學,學士班(日間),3,2,0,1,0,0,0,...,0
106,國立中央大學,學士班(日間),10,6,1,2,0,0,1,...,0
106,國立中央大學,學士班(日間),10,2,3,1,0,0,4,...,0
106,國立中央大學,學士班(日間),8,6,2,0,0,0,0,...,0
106,國立中央大學,學士班(日間),3,1,2,0,0,0,0,...,0
106,國立中央大學,學士班(日間),6,3,2,0,0,0,1,...,0
106,國立中央大學,學士班(日間),1,0,0,1,0,0,0,...,0
106,國立中央大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),9,6,3,0,0,0,0,...,0
106,國立中央大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),23,23,0,0,0,0,0,...,0
106,國立中央大學,學士班(日間),3,2,0,0,0,0,1,...,0
106,國立中央大學,學士班(日間),12,9,2,0,0,0,1,...,0
106,國立中央大學,學士班(日間),2,1,0,0,0,0,1,...,0
106,國立中山大學,學士班(日間),4,1,3,0,0,0,0,...,0
106,國立中山大學,學士班(日間),9,5,1,0,0,0,0,...,3
106,國立中山大學,學士班(日間),12,6,5,0,1,0,0,...,0
106,國立中山大學,學士班(日間),10,1,6,0,0,0,3,...,0
106,國立中山大學,學士班(日間),2,0,2,0,0,0,0,...,0
106,國立中山大學,學士班(日間),12,3,2,2,0,0,5,...,0
106,國立中山大學,學士班(日間),11,4,4,1,1,0,1,...,0
106,國立中山大學,學士班(日間),10,3,2,3,0,0,2,...,0
106,國立中山大學,學士班(日間),5,4,1,0,0,0,0,...,0
106,國立中山大學,學士班(日間),8,2,4,1,0,0,1,...,0
106,國立中山大學,學士班(日間),4,3,1,0,0,0,0,...,0
106,國立中山大學,學士班(日間),2,0,2,0,0,0,0,...,0
106,國立中山大學,學士班(日間),10,4,2,0,0,0,4,...,0
106,國立中山大學,學士班(日間),7,3,1,0,0,0,3,...,0
106,國立中山大學,學士班(日間),9,2,4,1,0,0,1,...,1
106,國立中山大學,學士班(日間),8,1,4,0,0,0,3,...,0
106,國立中山大學,學士班(日間),8,1,4,0,2,0,1,...,0
106,國立中山大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中山大學,學士班(日間),10,4,3,0,0,0,0,...,3
106,國立中山大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中山大學,學士班(日間),4,2,1,0,0,0,1,...,0
106,國立中山大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中山大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立中山大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立中山大學,學士班(日間),8,6,1,0,0,0,0,...,1
106,國立中山大學,學士班(日間),15,10,5,0,0,0,0,...,0
106,國立中山大學,學士班(日間),6,1,4,0,0,0,1,...,0
106,國立中山大學,學士班(日間),3,1,1,0,0,0,1,...,0
106,國立中山大學,學士班(日間),2,0,2,0,0,0,0,...,0
106,國立中山大學,學士班(日間),7,5,2,0,0,0,0,...,0
106,國立中山大學,學士班(日間),23,20,2,0,1,0,0,...,0
106,國立中山大學,學士班(日間),4,2,2,0,0,0,0,...,0
106,國立中山大學,學士班(日間),11,7,2,0,0,0,1,...,1
106,國立中山大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中山大學,學士班(日間),12,7,5,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),7,6,0,0,1,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),5,4,0,1,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),7,4,3,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),25,24,1,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),6,5,1,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),9,8,1,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),15,14,1,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),6,6,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),16,15,1,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),12,11,1,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),23,19,1,0,0,0,0,...,3
106,國立臺灣海洋大學,學士班(日間),4,3,0,1,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),5,5,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),12,12,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),8,8,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立臺灣海洋大學,學士班(日間),18,12,2,0,0,0,0,...,4
106,國立臺灣海洋大學,學士班(日間),2,1,0,0,0,0,0,...,1
106,國立中正大學,學士班(日間),6,3,2,1,0,0,0,...,0
106,國立中正大學,學士班(日間),4,1,1,1,1,0,0,...,0
106,國立中正大學,學士班(日間),6,4,1,1,0,0,0,...,0
106,國立中正大學,學士班(日間),4,0,1,3,0,0,0,...,0
106,國立中正大學,學士班(日間),9,5,2,2,0,0,0,...,0
106,國立中正大學,學士班(日間),10,1,4,5,0,0,0,...,0
106,國立中正大學,學士班(日間),1,0,1,0,0,0,0,...,0
106,國立中正大學,學士班(日間),13,4,3,4,1,0,0,...,1
106,國立中正大學,學士班(日間),3,0,2,0,0,0,0,...,1
106,國立中正大學,學士班(日間),9,1,2,3,2,0,0,...,1
106,國立中正大學,學士班(日間),8,2,6,0,0,0,0,...,0
106,國立中正大學,學士班(日間),5,2,3,0,0,0,0,...,0
106,國立中正大學,學士班(日間),5,2,1,2,0,0,0,...,0
106,國立中正大學,學士班(日間),7,3,3,1,0,0,0,...,0
106,國立中正大學,學士班(日間),6,1,3,1,0,0,1,...,0
106,國立中正大學,學士班(日間),7,3,4,0,0,0,0,...,0
106,國立中正大學,學士班(日間),3,1,2,0,0,0,0,...,0
106,國立中正大學,學士班(日間),3,1,1,0,0,0,1,...,0
106,國立中正大學,學士班(日間),2,0,0,1,0,0,0,...,1
106,國立中正大學,學士班(日間),6,0,3,2,1,0,0,...,0
106,國立中正大學,學士班(日間),3,1,0,2,0,0,0,...,0
106,國立中正大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中正大學,學士班(日間),2,1,1,0,0,0,0,...,0
106,國立中正大學,學士班(日間),4,3,1,0,0,0,0,...,0
106,國立中正大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立中正大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中正大學,學士班(日間),4,2,0,1,1,0,0,...,0
106,國立中正大學,學士班(日間),3,2,1,0,0,0,0,...,0
106,國立中正大學,學士班(日間),2,0,0,1,0,0,1,...,0
106,國立中正大學,學士班(日間),1,0,1,0,0,0,0,...,0
106,國立中正大學,學士班(日間),4,1,2,1,0,0,0,...,0
106,國立中正大學,學士班(日間),5,3,2,0,0,0,0,...,0
106,國立中正大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中正大學,學士班(日間),3,1,2,0,0,0,0,...,0
106,國立中正大學,學士班(日間),19,13,5,1,0,0,0,...,0
106,國立中正大學,學士班(日間),10,4,4,1,1,0,0,...,0
106,國立中正大學,學士班(日間),3,1,2,0,0,0,0,...,0
106,國立中正大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立中正大學,學士班(日間),15,5,10,0,0,0,0,...,0
106,國立中正大學,學士班(日間),2,1,1,0,0,0,0,...,0
106,國立中正大學,學士班(日間),9,6,3,0,0,0,0,...,0
106,國立中正大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立中正大學,學士班(日間),9,6,3,0,0,0,0,...,0
106,國立中正大學,學士班(日間),9,5,4,0,0,0,0,...,0
106,國立中正大學,學士班(日間),10,9,1,0,0,0,0,...,0
106,國立中正大學,學士班(日間),2,0,2,0,0,0,0,...,0
106,國立中正大學,學士班(日間),4,1,0,3,0,0,0,...,0
106,國立中正大學,學士班(日間),5,1,3,1,0,0,0,...,0
106,國立中正大學,學士班(日間),8,2,4,1,0,0,0,...,1
106,國立高雄師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),5,0,0,4,0,0,0,...,1
106,國立高雄師範大學,學士班(日間),1,0,0,1,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),1,0,0,1,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),13,8,0,0,0,0,0,...,5
106,國立高雄師範大學,學士班(日間),3,1,0,0,0,0,0,...,2
106,國立高雄師範大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),3,2,0,0,0,0,1,...,0
106,國立高雄師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),4,3,0,0,0,0,0,...,1
106,國立高雄師範大學,學士班(日間),3,2,0,0,0,0,0,...,1
106,國立高雄師範大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),11,4,0,1,0,0,4,...,2
106,國立高雄師範大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),6,2,0,1,0,0,1,...,2
106,國立高雄師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),1,0,0,0,0,0,0,...,1
106,國立高雄師範大學,學士班(日間),1,0,0,1,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),2,1,0,0,0,0,1,...,0
106,國立高雄師範大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),6,5,0,1,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),8,4,0,0,0,0,0,...,4
106,國立高雄師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),3,2,0,0,0,0,0,...,1
106,國立高雄師範大學,學士班(日間),5,5,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),5,5,0,0,0,0,0,...,0
106,國立高雄師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),3,2,0,0,1,0,0,...,0
106,國立彰化師範大學,學士班(日間),1,0,0,0,1,0,0,...,0
106,國立彰化師範大學,學士班(日間),16,15,1,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),16,14,0,0,0,0,0,...,2
106,國立彰化師範大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),2,1,1,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),5,3,0,0,0,0,0,...,2
106,國立彰化師範大學,學士班(日間),5,4,1,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),9,9,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),4,3,0,0,0,0,0,...,1
106,國立彰化師範大學,學士班(日間),9,5,1,0,0,0,0,...,3
106,國立彰化師範大學,學士班(日間),4,2,1,0,1,0,0,...,0
106,國立彰化師範大學,學士班(日間),4,3,0,0,1,0,0,...,0
106,國立彰化師範大學,學士班(日間),5,5,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),6,6,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),5,1,2,0,0,0,2,...,0
106,國立彰化師範大學,學士班(日間),5,2,0,0,0,0,2,...,1
106,國立彰化師範大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),8,8,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),19,18,1,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),21,20,1,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),3,3,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),4,4,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),5,5,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立彰化師範大學,學士班(日間),6,5,1,0,0,0,0,...,0
106,國立陽明大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立陽明大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立陽明大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立陽明大學,學士班(日間),2,2,0,0,0,0,0,...,0
106,國立陽明大學,學士班(日間),6,1,0,0,0,0,0,...,5
106,國立陽明大學,學士班(日間),1,1,0,0,0,0,0,...,0
106,國立陽明大學,學士班(日間),5,0,0,0,0,0,5,...,0
106,國立陽明大學,學士班(日間),1,0,1,0,0,0,0,...,0
106,國立陽明大學,學士班(日間),2,0,2,0,0,0,0,...,0
106,國立陽明大學,學士班(日間),5,5,0,0,0,0,0,...,0
106,國立陽明大學,學士班(日間),1,1,0,0,0,0,0,...,0
