學校名稱,在學學生數-總計,在學學生數-男,在學學生數-女,延修人數-總計,延修人數-因畢業學分未修滿因素,延修人數-因未通過畢業門檻(條件)因素,延修人數-因修讀雙主修因素,延修人數-因修讀輔系因素,延修人數-因修讀跨校學位因素,延修人數-因出國學習因素,延修人數-因修讀教育學程(學分學程)因素,延修人數-其他因素,休學人數-總計,休學人數-因傷病,休學人數-因經濟困難,休學人數-因學業成績不佳,休學人數-因志趣不合,休學人數-因工作需求,休學人數-因懷孕,休學人數-因育嬰,休學人數-因兵役,休學人數-因出國,休學人數-因論文撰寫,休學人數-因適應不良,休學人數-因家人傷病,休學人數-因考試訓練,休學人數-因逾期未註冊、繳費、選課,休學人數-其他,退學人數-總計,退學人數-因成績不佳或曠課時數過多,退學人數-因操行成績,退學人數-因志趣不合,退學人數-因逾期未註冊,退學人數-因休學逾期未復學,退學人數-因懷孕,退學人數-因育嬰,退學人數-因傷病,退學人數-因工作需求,退學人數-因經濟困難,退學人數-因生涯規劃,退學人數-其他(不含死亡),總分,排名
健行學校財團法人健行科技大學,11279,7401,3878,344,276,68,0,0,0,0,0,0,730,42,61,47,120,267,14,8,92,1,0,0,29,2,3,44,1032,204,11,129,243,386,0,0,2,20,4,0,33,,
僑光科技大學,10610,5081,5529,132,132,0,0,0,0,0,0,0,308,15,26,10,54,131,3,0,30,4,0,10,4,10,8,3,968,95,0,322,304,136,1,0,2,36,12,55,5,,
元智大學,8739,5114,3625,433,321,109,0,1,0,2,0,0,382,22,4,55,47,120,2,5,4,7,24,0,9,0,1,82,446,114,0,104,66,111,0,0,2,10,1,36,2,,
光宇學校財團法人元培醫事科技大學,6186,2723,3463,241,241,0,0,0,0,0,0,0,216,24,15,18,26,61,6,2,22,0,0,11,13,0,18,0,737,112,0,173,270,134,0,0,12,28,4,0,4,,
南亞科技學校財團法人南亞技術學院,3363,1916,1447,87,77,10,0,0,0,0,0,0,442,21,42,4,42,184,13,3,47,0,1,7,19,0,59,0,521,96,0,69,51,278,0,0,1,18,1,4,3,,
南臺學校財團法人南臺科技大學,18024,10547,7477,563,447,112,0,1,0,0,3,0,1940,129,234,28,239,800,15,14,191,39,26,21,26,56,0,122,1077,54,0,328,263,322,1,0,5,58,18,27,1,,
南華大學,5701,2648,3053,181,148,31,0,0,0,1,0,1,623,44,55,19,117,166,3,22,14,13,88,18,30,16,0,18,694,69,1,290,60,208,0,2,9,27,7,18,3,,
南開科技大學,3755,2545,1210,132,112,20,0,0,0,0,0,0,185,8,12,4,14,78,2,0,17,0,6,10,6,9,0,19,385,35,1,134,73,123,0,0,2,12,1,3,1,,
台北海洋學校財團法人台北海洋科技大學,4192,2380,1812,253,229,24,0,0,0,0,0,0,468,31,87,0,107,136,2,3,29,4,0,1,0,0,55,13,570,6,0,228,141,88,0,0,8,44,24,6,25,,
台南家專學校財團法人台南應用科技大學,12363,3742,8621,232,215,6,0,0,0,0,10,1,979,82,85,102,192,275,12,4,21,29,0,35,111,0,0,31,1046,49,0,349,109,440,1,1,8,55,11,9,14,,
台灣基督長老教會南神神學院,75,32,43,0,0,0,0,0,0,0,0,0,11,0,2,1,0,3,0,0,1,0,1,1,1,1,0,0,5,0,0,0,0,0,0,1,0,1,3,0,0,,
台灣首府學校財團法人台灣首府大學,1130,569,561,54,49,5,0,0,0,0,0,0,70,3,4,7,5,44,3,1,1,0,0,0,2,0,0,0,140,6,0,14,50,51,0,0,0,15,0,4,0,,
台神學校財團法人台灣神學研究學院,111,42,69,0,0,0,0,0,0,0,0,0,10,3,1,0,0,3,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,,
吳鳳科技大學,5058,3324,1734,129,124,5,0,0,0,0,0,0,504,11,26,41,50,111,2,2,22,0,1,18,23,2,194,1,423,22,0,60,34,269,0,0,0,19,7,1,11,,
和春技術學院,688,493,195,28,23,5,0,0,0,0,0,0,49,1,1,2,2,27,0,1,0,0,0,0,0,0,11,4,198,4,0,52,31,82,0,0,1,18,1,2,7,,
嘉藥學校財團法人嘉南藥理大學,12234,5192,7042,305,244,60,1,0,0,0,0,0,1148,66,76,1,46,105,3,2,35,2,1,3,3,1,313,491,1028,6,0,246,145,523,0,0,13,19,23,2,51,,
國立中央大學,11938,7661,4277,226,147,27,26,6,0,14,6,0,913,42,43,31,136,242,6,77,9,27,144,12,22,16,0,106,520,45,0,86,73,287,0,0,1,14,2,9,3,22.2–28.2,900.5
國立中山大學,9706,5928,3778,286,169,61,14,2,0,18,4,18,896,39,13,7,56,232,9,56,10,24,149,5,7,25,3,261,593,62,0,35,66,211,0,4,4,61,3,100,47,22.2–28.2,900.5
國立中正大學,11128,6185,4943,189,155,0,25,4,0,0,4,1,1048,36,24,29,167,263,11,69,3,22,232,23,65,48,1,55,640,90,0,168,63,278,0,1,6,15,3,3,13,,
國立中興大學,14974,8726,6248,309,265,8,19,8,1,4,4,0,1355,95,42,13,190,269,4,110,12,29,180,27,88,53,0,243,890,106,0,237,135,287,0,0,12,47,6,43,17,,
國立勤益科技大學,12134,9039,3095,198,145,51,1,1,0,0,0,0,808,20,39,81,232,202,4,8,34,4,7,5,11,9,148,4,811,121,15,192,12,403,0,1,3,32,5,23,4,,
國立嘉義大學,11689,6069,5620,220,186,7,3,3,0,4,17,0,1089,101,38,42,241,385,11,42,37,23,60,9,84,0,8,8,863,84,0,306,75,324,0,1,10,54,1,4,4,,
國立宜蘭大學,5476,3519,1957,157,138,18,1,0,0,0,0,0,319,27,13,21,50,79,1,7,24,11,23,29,13,5,0,16,339,53,0,108,57,87,1,0,4,9,1,19,0,,
國立屏東大學,9027,3681,5346,272,238,22,0,3,0,0,7,2,531,23,15,20,57,196,11,37,3,8,92,20,23,19,1,6,508,38,0,146,104,190,0,0,1,26,0,2,1,,
國立屏東科技大學,10818,5994,4824,344,254,84,0,0,0,0,1,5,661,58,17,57,77,177,4,15,6,6,11,138,67,21,3,4,633,84,0,183,87,224,0,1,8,20,3,23,0,,
國立彰化師範大學,8453,4367,4086,205,170,24,2,2,7,0,0,0,905,45,18,8,67,294,13,75,19,8,159,6,31,34,34,94,514,39,0,112,52,240,0,0,3,30,6,26,6,,
國立成功大學,21773,13664,8109,562,421,27,73,35,0,2,4,0,1889,77,30,64,380,314,14,134,19,0,156,33,134,52,10,472,1064,117,0,110,130,642,0,0,4,10,8,43,0,28.3–35.2,700.5
國立政治大學,16351,7282,9069,734,335,2,218,138,0,34,6,1,2209,93,17,1,43,481,20,179,27,61,163,0,0,0,526,598,575,59,0,110,3,377,0,0,5,13,1,3,4,22.2–28.2,900.5
國立暨南國際大學,6016,2776,3240,210,148,40,2,1,0,3,12,4,485,37,7,56,31,189,7,23,6,16,55,13,38,7,0,0,226,17,0,7,53,123,0,0,1,5,0,20,0,,
國立東華大學,10008,4785,5223,442,361,43,21,4,0,1,11,1,1153,76,44,43,62,300,10,77,15,19,189,22,102,21,2,171,588,48,0,135,101,207,1,0,3,20,4,66,3,22.2–28.2,900.5
國立清華大學,16917,9608,7309,434,211,54,34,26,0,32,13,64,1227,82,16,119,176,288,20,109,38,82,116,51,44,15,0,71,659,88,0,75,189,237,0,0,11,31,0,14,14,42.4–44.4,375.5
國立澎湖科技大學,3047,1806,1241,100,86,14,0,0,0,0,0,0,162,6,1,0,6,15,1,0,5,0,0,0,0,0,1,127,191,9,6,4,6,34,0,0,0,0,0,18,114,,
國立聯合大學,7559,5183,2376,221,199,19,1,0,0,1,1,0,283,22,4,35,69,70,0,4,12,6,18,10,6,16,6,5,538,109,0,196,61,152,0,0,2,10,2,5,1,,
國立臺中教育大學,4902,1625,3277,94,79,8,0,1,0,0,6,0,518,32,7,6,39,139,21,27,1,17,46,87,57,4,2,33,266,20,0,60,34,59,0,0,3,24,3,63,0,,
國立臺中科技大學,16091,4953,11138,288,167,118,1,2,0,0,0,0,1051,99,45,69,205,393,9,35,18,19,0,28,73,27,28,3,993,87,0,178,302,323,0,0,7,55,2,39,0,,
國立臺北商業大學,7632,2395,5237,110,81,23,1,0,0,4,0,1,364,34,19,31,73,119,2,8,8,25,5,11,20,6,2,1,347,57,1,93,17,148,0,0,0,9,4,18,0,,
國立臺北大學,10080,4591,5489,227,131,9,56,17,2,9,3,0,800,36,15,31,109,298,9,34,9,41,100,10,13,19,0,76,493,94,0,127,48,136,1,2,3,49,1,19,13,,
國立臺北教育大學,5885,1860,4025,123,88,3,5,5,0,7,14,1,655,22,19,4,63,185,10,69,13,22,143,8,36,15,25,21,279,23,0,82,88,0,0,1,2,50,3,23,7,,
國立臺北科技大學,13852,10147,3705,244,214,29,0,0,0,0,1,0,763,44,26,42,90,288,4,36,38,87,49,10,29,19,0,1,598,113,0,59,123,240,0,0,12,26,2,22,1,22.2–28.2,900.5
國立臺北藝術大學,3144,1153,1991,243,141,69,0,12,0,0,21,0,458,35,34,17,17,88,10,32,2,44,128,1,13,7,2,28,171,17,0,7,19,73,0,1,1,21,0,31,1,,
國立臺北護理健康大學,5338,990,4348,108,86,20,1,1,0,0,0,0,502,25,19,8,45,129,21,47,2,17,91,23,33,10,8,24,201,11,0,40,28,89,0,0,2,11,2,16,2,,
國立臺南大學,5773,2603,3170,137,110,20,1,0,0,0,6,0,555,23,17,18,67,168,4,25,5,2,101,5,8,10,0,102,377,39,0,129,17,36,0,1,6,84,7,58,0,,
國立臺南藝術大學,1599,551,1048,48,34,14,0,0,0,0,0,0,245,6,5,3,13,42,4,9,1,9,51,50,19,0,0,33,150,10,0,28,12,44,0,1,1,18,2,20,14,,
國立臺南護理專科學校,1917,162,1755,22,17,5,0,0,0,0,0,0,40,8,0,6,17,7,1,0,0,0,0,0,0,1,0,0,36,1,0,28,0,4,0,0,1,0,1,0,1,,
國立臺東大學,4939,2261,2678,161,137,13,1,3,0,0,5,2,456,29,19,7,47,105,5,12,5,3,27,8,27,17,54,91,342,23,0,152,10,102,0,0,4,27,4,16,4,,
國立臺東專科學校,1041,655,386,30,30,0,0,0,0,0,0,0,114,5,11,17,41,11,1,1,5,0,0,18,3,0,1,0,175,12,3,53,34,61,0,0,1,4,2,3,2,,
國立臺灣大學,32527,19253,13274,1280,896,50,143,78,0,69,30,14,3386,229,52,37,419,551,11,166,27,227,598,27,8,19,11,1004,1300,168,1,123,408,436,0,0,2,23,1,6,132,59.9,120.0
國立臺灣師範大學,15920,6745,9175,545,388,34,31,19,0,20,49,4,2125,44,59,2,210,632,41,244,15,93,535,50,0,25,13,162,812,95,0,127,524,0,0,0,12,38,1,6,9,28.3–35.2,700.5
國立臺灣戲曲學院,546,184,362,20,18,2,0,0,0,0,0,0,25,3,1,0,2,6,1,1,1,1,0,7,2,0,0,0,41,0,1,12,3,22,0,0,0,2,0,0,1,,
國立臺灣海洋大學,8905,6009,2896,255,215,0,1,0,0,0,1,38,607,41,17,24,107,197,7,8,20,11,35,37,47,26,1,29,510,22,0,132,74,201,0,0,5,23,6,45,2,,
國立臺灣科技大學,11171,7787,3384,283,233,26,6,8,0,7,3,0,779,43,36,65,115,260,1,50,7,8,84,7,17,4,2,80,457,95,0,51,138,66,0,0,4,46,6,45,6,35.3–38.7,550.5
國立臺灣藝術大學,5545,1729,3816,237,127,90,8,5,0,0,7,0,533,28,25,34,24,163,7,24,10,48,63,24,5,5,12,61,241,22,0,34,62,100,0,0,1,5,1,12,4,,
國立臺灣體育運動大學,3122,1818,1304,161,104,44,0,0,0,0,13,0,224,7,54,22,22,91,0,11,6,1,2,0,1,1,3,3,307,48,0,79,50,107,0,0,0,16,7,0,0,,
國立虎尾科技大學,11134,8649,2485,267,253,14,0,0,0,0,0,0,453,24,23,43,122,122,3,6,27,4,20,24,10,8,0,17,539,132,0,143,74,110,0,0,2,22,1,0,55,,
國立金門大學,4131,2247,1884,103,97,1,4,0,0,0,0,1,215,13,5,1,59,92,2,12,4,3,2,1,10,0,10,1,346,18,0,151,74,82,0,2,0,11,4,4,0,,
國立陽明交通大學,15182,10519,4663,240,183,21,31,2,0,1,1,1,1790,108,36,26,283,451,18,177,45,95,332,32,60,52,0,75,859,82,0,170,445,73,1,4,4,35,2,38,5,35.3–38.7,550.5
國立陽明大學,4534,2233,2301,27,18,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3–38.7,550.5
國立雲林科技大學,9808,5879,3929,235,143,77,1,2,0,11,1,0,749,36,83,64,83,275,10,40,21,16,56,30,3,14,7,11,450,75,1,68,178,48,1,0,1,24,8,41,5,,
國立體育大學,2586,1613,973,141,110,14,0,0,0,0,17,0,319,5,5,0,0,289,2,15,0,0,0,0,0,2,0,1,144,2,0,30,6,84,0,0,0,22,0,0,0,,
國立高雄大學,5741,3390,2351,176,154,17,1,2,0,2,0,0,511,45,26,88,90,221,3,7,7,4,2,0,9,4,2,3,365,41,0,117,45,130,0,0,6,18,4,1,3,,
國立高雄師範大學,6845,2930,3915,118,97,3,2,2,0,0,14,0,944,36,15,6,101,311,22,94,12,21,215,33,65,8,1,4,429,33,0,116,142,38,0,2,2,47,8,41,0,,
國立高雄科技大學,28128,18073,10055,656,510,138,0,0,0,6,2,0,1445,65,56,131,262,542,11,54,54,11,0,0,156,1,24,78,1392,154,9,256,282,552,1,0,3,75,29,30,1,,
國立高雄餐旅大學,4929,1552,3377,25,19,3,0,0,0,0,3,0,201,13,17,16,28,41,0,5,6,5,3,5,11,1,42,8,140,9,2,45,10,57,0,1,1,6,0,7,2,,
城市學校財團法人臺北城市科技大學,9858,6218,3640,571,375,196,0,0,0,0,0,0,1136,33,91,24,39,328,3,3,75,8,3,41,47,23,366,52,1216,65,3,196,103,527,0,0,3,50,9,236,24,,
大仁科技大學,5389,2415,2974,195,183,12,0,0,0,0,0,0,977,48,109,11,122,149,7,8,24,6,13,19,12,20,154,275,647,18,5,96,237,220,0,0,4,27,11,29,0,,
大同大學,4012,2494,1518,161,153,8,0,0,0,0,0,0,247,16,9,19,60,63,1,6,11,8,21,6,7,7,0,13,335,129,1,68,18,83,0,0,1,4,1,30,0,,
大同技術學院,1137,452,685,47,47,0,0,0,0,0,0,0,156,2,9,1,14,74,4,0,5,0,0,1,1,1,35,9,271,35,0,31,52,125,0,0,1,10,4,1,12,,
大漢技術學院,999,605,394,8,8,0,0,0,0,0,0,0,146,3,5,5,12,81,1,2,9,0,19,2,3,2,0,2,227,3,0,23,108,66,0,2,0,15,3,7,0,,
大華學校財團法人敏實科技大學,771,487,284,79,63,13,0,0,0,3,0,0,54,5,5,8,6,22,2,0,6,0,0,0,0,0,0,0,165,15,2,68,16,43,1,0,1,17,2,0,0,,
大葉大學,7770,4163,3607,298,223,24,1,7,0,4,27,12,784,70,74,21,81,348,4,13,45,17,37,16,7,14,1,36,786,12,0,307,143,263,0,0,6,21,12,21,1,,
學校財團法人中華浸信會基督教台灣浸會神學院,43,22,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,
宏國學校財團法人宏國德霖科技大學,5370,3226,2144,129,115,14,0,0,0,0,0,0,205,17,29,9,34,75,3,0,22,2,0,3,3,3,0,5,730,53,11,154,241,226,0,0,1,28,8,7,1,,
實踐大學,13216,4311,8905,644,394,229,3,1,1,12,0,4,732,69,26,58,168,163,10,12,9,42,43,27,20,30,12,43,1172,145,42,528,112,289,0,0,7,18,4,27,0,,
崇仁醫護管理專科學校,3293,425,2868,62,62,0,0,0,0,0,0,0,65,8,4,4,37,2,1,0,1,0,0,2,0,0,2,4,109,3,11,33,5,55,0,0,0,0,0,1,1,,
崇右學校財團法人崇右影藝科技大學,2609,1234,1375,144,131,13,0,0,0,0,0,0,126,4,24,17,14,41,3,1,10,3,0,4,5,0,0,0,353,8,0,86,116,116,0,0,3,16,5,3,0,,
崑山科技大學,10537,6512,4025,399,310,89,0,0,0,0,0,0,1657,42,59,129,166,364,5,4,125,17,8,5,33,0,700,0,1061,27,0,330,22,499,1,0,10,55,10,100,7,,
嶺東科技大學,10510,4429,6081,219,210,9,0,0,0,0,0,0,402,39,63,11,64,118,3,5,36,5,16,11,20,8,0,3,957,139,0,187,330,281,0,0,1,10,2,6,1,,
康寧學校財團法人康寧大學,3465,855,2610,83,83,0,0,0,0,0,0,0,207,25,5,14,41,47,2,1,1,8,0,7,10,6,30,10,315,19,46,102,0,90,0,0,9,4,1,37,7,,
廣亞學校財團法人育達科技大學,3962,1926,2036,133,83,50,0,0,0,0,0,0,272,24,30,5,22,87,11,4,17,2,8,5,23,1,3,30,520,30,0,90,165,141,0,1,8,54,12,3,16,,
建國科技大學,6620,4604,2016,191,144,47,0,0,0,0,0,0,237,19,23,8,21,87,1,2,22,0,0,8,29,1,8,8,709,115,0,163,162,215,1,0,2,37,12,1,1,,
弘光科技大學,12700,4398,8302,307,228,68,0,1,0,0,10,0,959,93,104,26,153,316,21,34,27,10,17,38,15,11,15,79,916,71,0,223,221,354,0,1,3,11,4,28,0,,
德明財經科技大學,7419,3194,4225,458,260,198,0,0,0,0,0,0,569,26,10,54,98,85,7,6,14,7,4,9,17,40,188,4,559,54,3,218,25,231,1,0,3,15,1,3,5,,
德育學校財團法人德育護理健康學院,0,0,0,212,197,15,0,0,0,0,0,0,393,30,18,37,47,97,5,9,27,0,3,34,8,2,5,71,490,48,10,150,41,76,0,5,14,72,9,58,7,,
慈惠醫護管理專科學校,3977,911,3066,261,261,0,0,0,0,0,0,0,561,56,102,96,146,83,10,1,28,0,0,12,2,0,0,25,407,79,10,152,55,35,0,0,9,12,8,32,15,,
慈濟學校財團法人慈濟大學,3383,1284,2099,103,42,40,12,2,0,0,7,0,187,10,3,5,38,13,0,3,3,4,37,5,4,2,0,60,183,20,2,87,13,47,0,0,1,2,2,7,2,,
慈濟學校財團法人慈濟科技大學,3163,759,2404,94,86,8,0,0,0,0,0,0,158,19,7,6,63,33,5,1,1,1,0,1,4,4,0,13,170,17,14,63,10,59,0,0,2,2,0,3,0,,
敏惠醫護管理專科學校,3936,502,3434,112,112,0,0,0,0,0,0,0,129,10,9,23,32,11,1,1,0,0,0,0,0,0,7,35,178,24,0,29,3,72,0,1,7,3,5,21,13,,
文藻學校財團法人文藻外語大學,9012,2403,6609,395,198,154,5,3,0,17,18,0,706,61,49,126,117,205,14,6,7,41,19,4,20,22,10,5,716,35,0,263,101,219,0,1,11,43,10,30,3,,
新生醫護管理專科學校,6064,772,5292,181,154,1,0,0,0,0,0,26,261,40,36,67,7,32,3,3,0,0,0,0,0,0,0,73,265,61,14,99,5,52,0,0,6,14,3,0,11,,
明志科技大學,4492,3354,1138,164,121,43,0,0,0,0,0,0,133,9,13,3,48,34,0,0,12,3,3,4,4,0,0,0,228,11,1,66,70,68,0,0,0,10,2,0,0,,
明新學校財團法人明新科技大學,11886,7314,4572,428,326,84,0,0,0,0,18,0,916,30,38,40,91,263,16,3,84,3,12,19,35,7,224,51,1158,36,0,230,149,431,1,0,3,281,5,20,2,,
明道學校財團法人明道大學,2525,1500,1025,79,68,11,0,0,0,0,0,0,133,18,6,0,8,47,4,2,14,1,6,1,9,1,6,10,395,23,0,89,153,113,0,0,2,7,3,5,0,,
景文科技大學,6656,3108,3548,344,220,124,0,0,0,0,0,0,353,36,66,13,61,80,5,6,36,6,9,3,23,5,4,0,705,114,0,209,158,172,0,0,2,18,12,20,0,,
朝陽科技大學,15050,6752,8298,441,376,55,1,0,0,0,8,1,683,50,56,27,166,204,10,27,26,10,13,13,36,14,2,29,1099,137,0,329,215,242,0,1,9,81,16,51,18,,
東南科技大學,5168,3493,1675,253,220,33,0,0,0,0,0,0,667,13,41,6,69,63,1,7,16,2,0,11,31,2,228,177,670,35,37,79,105,392,0,0,4,5,4,2,7,,
東吳大學,15374,6172,9202,593,379,82,82,12,0,4,34,0,1158,76,11,65,139,240,8,57,12,90,152,37,11,27,2,231,861,202,0,177,95,344,0,0,6,8,0,23,6,,
東方學校財團法人東方設計大學,2072,1056,1016,74,74,0,0,0,0,0,0,0,397,10,22,6,23,50,1,0,8,1,1,2,3,2,249,19,670,46,4,212,36,349,1,0,1,14,1,4,2,,
東海大學,15710,7074,8636,532,409,38,42,35,0,4,4,0,1418,109,35,47,189,317,11,28,7,62,224,15,67,12,32,263,838,153,0,319,5,293,0,1,5,20,4,34,4,,
樹人醫護管理專科學校,7279,1785,5494,234,232,2,0,0,0,0,0,0,345,33,1,18,148,86,0,1,1,0,0,15,0,0,0,42,553,48,21,276,16,131,0,1,12,11,0,6,31,,
樹德科技大學,10496,4678,5818,380,333,45,2,0,0,0,0,0,408,45,80,15,62,98,1,11,16,2,10,5,5,0,58,0,939,102,0,240,281,282,0,3,5,7,12,7,0,,
正修學校財團法人正修科技大學,17473,10772,6701,276,276,0,0,0,0,0,0,0,1518,86,100,61,201,495,8,3,66,20,18,34,23,14,122,267,1965,132,20,447,369,786,1,1,15,49,17,128,0,,
法鼓學校財團法人法鼓文理學院,302,96,206,1,0,0,0,0,0,0,0,1,79,5,5,0,0,23,1,0,0,4,27,1,7,0,0,6,33,1,0,2,3,3,0,0,3,16,0,4,1,,
淡江大學學校財團法人淡江大學,24209,12695,11514,1048,801,87,43,32,0,76,9,0,1829,129,30,18,230,135,4,36,6,60,73,24,18,24,858,184,1339,72,0,571,0,602,0,0,7,11,8,57,11,,
玄奘大學,2408,978,1430,140,140,0,0,0,0,0,0,0,374,27,40,13,19,107,0,5,11,4,39,8,15,2,49,35,358,40,0,100,62,84,0,0,3,31,6,6,26,,
環球學校財團法人環球科技大學,3673,1763,1910,166,166,0,0,0,0,0,0,0,225,14,42,17,69,37,4,1,8,1,0,5,2,1,24,0,720,55,0,199,178,197,0,0,10,22,14,23,22,,
真理大學,5255,2628,2627,303,300,2,0,1,0,0,0,0,203,19,93,12,34,17,1,2,4,5,9,2,0,5,0,0,672,26,0,349,138,147,0,0,0,2,4,6,0,,
稻江科技暨管理學院,276,128,148,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
經國管理暨健康學院,4221,1234,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
美和學校財團法人美和科技大學,6560,1911,4649,131,131,0,0,0,0,0,0,0,555,41,50,7,76,193,16,13,32,1,17,28,24,12,36,9,632,43,10,113,135,216,0,0,2,34,16,56,7,,
義守大學,14351,7539,6812,615,538,52,2,4,0,8,0,11,438,31,26,17,161,118,1,7,6,5,9,3,21,7,4,22,1232,94,0,535,236,204,0,0,3,18,8,30,104,,
耕莘健康管理專科學校,4698,446,4252,223,182,41,0,0,0,0,0,0,168,18,1,5,92,6,2,3,0,0,0,7,6,0,17,11,335,11,42,158,8,89,0,1,7,5,0,6,8,,
