學校名稱,在學學生數-總計,在學學生數-男,在學學生數-女,延修人數-總計,延修人數-因畢業學分未修滿因素,延修人數-因未通過畢業門檻(條件)因素,延修人數-因修讀雙主修因素,延修人數-因修讀輔系因素,延修人數-因修讀跨校學位因素,延修人數-因出國學習因素,延修人數-因修讀教育學程(學分學程)因素,延修人數-其他因素,休學人數-總計,休學人數-因傷病,休學人數-因經濟困難,休學人數-因學業成績不佳,休學人數-因志趣不合,休學人數-因工作需求,休學人數-因懷孕,休學人數-因育嬰,休學人數-因兵役,休學人數-因出國,休學人數-因論文撰寫,休學人數-因適應不良,休學人數-因家人傷病,休學人數-因考試訓練,休學人數-因逾期未註冊、繳費、選課,休學人數-其他,退學人數-總計,退學人數-因成績不佳或曠課時數過多,退學人數-因操行成績,退學人數-因志趣不合,退學人數-因逾期未註冊,退學人數-因休學逾期未復學,退學人數-因懷孕,退學人數-因育嬰,退學人數-因傷病,退學人數-因工作需求,退學人數-因經濟困難,退學人數-因生涯規劃,退學人數-其他(不含死亡),總分,排名
國立臺灣戲曲學院,595,200,395,26,19,7,0,0,0,0,0,0,45,3,1,0,3,2,1,1,3,4,0,0,0,0,0,27,35,8,0,7,5,13,0,0,0,0,0,0,2,,
國立臺灣海洋大學,8838,5976,2862,256,211,8,1,3,0,0,0,33,650,46,17,41,93,194,8,12,37,38,24,33,50,23,0,34,478,15,0,135,81,187,0,0,5,24,5,22,4,19.0–25.9,801–1000
國立臺灣科技大學,11274,7842,3432,274,189,27,9,1,0,47,1,0,883,57,37,120,129,334,2,54,12,11,3,0,9,2,0,113,442,94,0,42,86,129,0,0,3,40,3,43,2,37.1–41.6,401–500
國立臺灣藝術大學,5601,1747,3854,266,147,103,3,2,0,0,11,0,614,33,24,32,32,190,7,27,15,56,59,18,7,8,20,86,287,20,0,49,90,100,0,0,0,5,1,13,9,,
國立臺灣體育運動大學,3107,1827,1280,164,96,58,0,0,0,0,10,0,260,10,69,34,25,98,4,8,1,2,2,0,0,1,5,1,282,53,1,67,45,94,0,0,0,13,8,1,0,,
國立虎尾科技大學,10914,8415,2499,250,225,24,0,0,0,0,0,1,447,28,21,56,103,105,2,11,36,11,13,18,2,8,1,32,446,99,0,126,45,123,0,0,2,32,12,4,3,,
國立金門大學,4387,2374,2013,152,141,7,2,0,0,1,0,1,220,19,6,0,66,84,5,9,4,6,3,1,8,0,3,6,385,42,0,109,107,112,0,1,2,5,1,6,0,,
國立陽明交通大學,14742,10185,4557,214,155,22,20,6,0,9,1,1,1336,67,28,38,128,348,17,147,64,85,200,22,48,72,0,72,665,103,1,101,417,0,1,2,0,13,0,27,0,33.5–37.0,501–600
國立陽明大學,4336,2189,2147,36,29,1,0,0,0,5,1,0,592,39,10,5,110,140,4,55,8,52,110,10,21,21,1,6,218,9,0,68,21,79,0,2,1,18,0,6,14,33.5–37.0,501–600
國立雲林科技大學,9716,5809,3907,235,133,76,1,2,0,17,6,0,742,33,90,64,84,262,3,39,16,22,51,25,8,8,11,26,413,59,0,71,50,148,1,2,2,37,11,27,5,,
國立體育大學,2525,1559,966,142,94,19,0,1,0,6,22,0,300,4,5,0,1,259,1,19,4,0,0,0,0,0,0,7,143,7,0,22,4,84,0,0,0,26,0,0,0,,
國立高雄大學,5663,3379,2284,179,155,10,0,4,0,10,0,0,500,41,33,82,87,208,2,8,7,5,0,0,13,2,6,6,374,41,0,109,44,148,0,0,4,23,0,3,2,,
國立高雄師範大學,6690,2912,3778,102,68,0,11,1,0,8,14,0,943,29,21,5,87,331,22,98,6,27,210,17,38,20,0,32,388,31,0,116,107,13,0,0,3,55,6,39,18,,
國立高雄科技大學,28030,17893,10137,673,429,244,0,0,0,0,0,0,1607,61,78,92,258,657,9,50,73,21,0,0,244,0,19,45,1545,193,0,280,282,687,0,0,3,68,22,8,2,,
國立高雄餐旅大學,5036,1551,3485,25,19,2,0,0,0,0,4,0,222,16,17,30,34,43,3,4,5,7,2,1,5,0,41,14,129,5,2,43,12,56,0,0,2,3,3,2,1,,
城市學校財團法人臺北城市科技大學,10393,6514,3879,453,299,154,0,0,0,0,0,0,863,26,106,18,29,360,3,4,65,23,7,55,17,29,83,38,997,126,2,195,96,356,2,0,4,44,13,146,13,,
大仁科技大學,5876,2653,3223,189,180,9,0,0,0,0,0,0,964,44,93,17,129,165,7,6,26,9,7,16,12,9,29,395,853,25,0,137,266,357,1,2,5,26,5,29,0,,
大同大學,4167,2569,1598,167,142,25,0,0,0,0,0,0,267,15,10,18,63,73,1,7,10,15,20,6,6,3,0,20,365,118,0,74,32,113,0,0,3,4,0,18,3,,
大同技術學院,1410,536,874,32,32,0,0,0,0,0,0,0,231,10,18,5,14,101,4,0,12,0,0,1,3,1,51,11,311,68,0,55,22,135,0,0,1,17,4,1,8,,
大漢技術學院,1075,644,431,16,15,1,0,0,0,0,0,0,149,6,10,2,13,83,1,3,9,0,15,0,5,1,0,1,216,25,0,13,99,65,0,0,3,7,3,0,1,,
大華學校財團法人敏實科技大學,1157,726,431,108,86,17,0,0,0,5,0,0,88,5,8,11,28,21,2,0,8,0,0,3,0,0,0,2,243,15,1,38,56,97,1,1,0,7,2,4,21,,
大葉大學,9166,4783,4383,344,85,196,1,3,0,0,49,10,807,64,72,28,88,335,5,11,53,36,40,11,8,21,3,32,854,12,0,308,171,303,0,0,7,23,8,21,1,,
學校財團法人中華浸信會基督教台灣浸會神學院,41,19,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
宏國學校財團法人宏國德霖科技大學,5732,3471,2261,126,124,2,0,0,0,0,0,0,256,14,29,15,53,78,3,0,31,3,0,2,7,3,4,14,882,80,6,197,260,291,0,0,1,37,3,6,1,,
實踐大學,13555,4405,9150,570,382,175,0,1,0,11,0,1,802,65,39,46,185,184,6,23,17,80,50,27,18,16,3,43,1124,175,20,472,97,313,0,0,3,18,6,19,1,,
崇仁醫護管理專科學校,3330,410,2920,55,55,0,0,0,0,0,0,0,71,5,2,4,37,6,0,0,0,2,0,3,0,0,2,10,109,5,12,27,3,53,0,0,2,0,1,0,6,,
崇右學校財團法人崇右影藝科技大學,2949,1430,1519,195,195,0,0,0,0,0,0,0,136,6,35,16,11,38,1,4,12,6,2,0,0,0,5,0,415,26,0,75,158,116,0,0,0,11,5,24,0,,
崑山科技大學,11357,7020,4337,411,281,129,1,0,0,0,0,0,1639,43,61,178,163,336,4,4,150,23,7,11,36,0,623,0,1221,27,0,326,30,688,0,0,2,64,15,65,4,,
嶺東科技大學,10454,4380,6074,236,206,30,0,0,0,0,0,0,418,27,57,11,67,159,3,4,48,10,5,4,3,1,0,19,965,167,0,258,226,275,0,1,2,13,4,14,5,,
康寧學校財團法人康寧大學,3641,915,2726,102,102,0,0,0,0,0,0,0,200,24,10,10,39,35,3,2,6,8,0,12,12,1,31,7,431,17,45,140,0,145,0,0,5,27,5,37,10,,
廣亞學校財團法人育達科技大學,4225,2064,2161,166,115,49,0,0,0,2,0,0,341,26,36,11,17,122,9,3,24,2,2,4,27,0,2,56,465,40,3,15,185,134,0,0,11,23,11,0,43,,
建國科技大學,7537,5208,2329,201,157,42,1,0,0,1,0,0,307,27,21,9,54,93,5,3,31,3,0,15,25,1,6,14,765,113,0,158,194,229,0,0,4,31,13,6,17,,
弘光科技大學,12779,4361,8418,280,203,65,3,1,0,0,8,0,1006,81,100,35,150,343,25,30,41,20,18,38,11,11,2,101,924,83,0,230,203,369,0,0,2,9,4,23,1,,
德明財經科技大學,7903,3343,4560,390,179,211,0,0,0,0,0,0,644,24,14,44,98,76,6,3,15,27,5,10,30,23,264,5,568,56,3,221,15,239,2,0,1,16,1,2,12,,
德育學校財團法人德育護理健康學院,0,0,0,188,178,10,0,0,0,0,0,0,359,13,28,25,56,90,3,8,30,2,3,8,8,9,9,67,488,40,18,211,33,93,1,3,7,32,13,26,11,,
慈惠醫護管理專科學校,4504,1026,3478,230,230,0,0,0,0,0,0,0,498,41,90,17,148,78,6,1,20,0,0,12,0,0,63,22,402,92,25,151,70,0,0,0,14,13,7,17,13,,
慈濟學校財團法人慈濟大學,3373,1278,2095,136,61,60,8,2,0,0,4,1,181,9,3,4,32,16,2,8,2,8,33,4,6,0,0,54,195,22,1,80,12,55,0,0,1,2,0,15,7,,
慈濟學校財團法人慈濟科技大學,3136,770,2366,96,85,11,0,0,0,0,0,0,167,27,7,12,59,24,6,4,2,2,0,0,5,3,0,16,146,16,3,55,7,56,0,0,2,0,1,4,2,,
敏惠醫護管理專科學校,3904,467,3437,104,104,0,0,0,0,0,0,0,117,19,5,9,34,4,1,0,0,0,0,0,0,0,3,42,105,27,0,12,4,48,0,0,0,2,0,3,9,,
文藻學校財團法人文藻外語大學,9321,2389,6932,360,176,154,6,0,0,8,16,0,788,42,46,165,106,222,8,8,9,81,28,9,24,20,16,4,691,107,0,222,77,192,1,1,3,50,6,30,2,,
新生醫護管理專科學校,6031,745,5286,145,132,0,0,0,0,0,0,13,278,48,30,85,8,27,4,1,0,0,0,0,0,0,0,75,331,73,9,118,10,61,0,0,6,16,5,0,33,,
明志科技大學,4572,3375,1197,126,82,44,0,0,0,0,0,0,160,10,9,0,38,47,0,0,28,3,2,0,1,1,0,21,225,12,1,56,59,90,0,0,0,5,2,0,0,,
明新學校財團法人明新科技大學,12574,7777,4797,357,271,79,0,0,0,0,7,0,844,29,38,44,116,203,20,6,89,4,12,25,29,4,184,41,1125,67,0,230,180,347,0,0,1,234,1,48,17,,
明道學校財團法人明道大學,3262,1926,1336,118,100,17,1,0,0,0,0,0,163,16,10,4,17,39,4,2,14,2,6,1,13,1,18,16,400,45,0,75,159,103,1,0,1,7,3,3,3,,
景文科技大學,7034,3286,3748,338,140,198,0,0,0,0,0,0,380,21,50,33,70,66,1,6,37,15,10,3,54,8,6,0,698,146,0,186,158,171,0,0,8,9,4,16,0,,
朝陽科技大學,15364,6956,8408,345,286,55,0,3,0,0,1,0,848,57,78,44,172,250,14,30,44,16,21,10,71,4,0,37,1134,127,0,384,181,249,0,2,9,90,28,41,23,,
東南科技大學,5576,3770,1806,285,251,34,0,0,0,0,0,0,816,11,57,18,85,99,4,6,28,6,1,4,21,1,108,367,692,54,50,87,88,393,0,0,3,4,5,5,3,,
東吳大學,15444,6171,9273,649,398,116,64,13,0,20,38,0,1282,79,14,90,185,232,18,58,24,122,131,45,17,17,5,245,827,157,0,177,94,364,0,1,4,6,0,15,9,,
東方學校財團法人東方設計大學,2857,1425,1432,81,79,0,0,0,0,0,0,2,367,14,37,2,33,43,3,0,17,0,2,1,1,1,143,70,409,43,2,150,35,140,0,1,0,8,5,23,2,,
東海大學,15751,7134,8617,519,358,52,49,37,0,19,4,0,1388,93,32,50,154,346,7,29,9,94,200,4,70,5,42,253,883,142,0,340,0,331,0,0,10,10,1,37,12,,
樹人醫護管理專科學校,7286,1867,5419,232,232,0,0,0,0,0,0,0,356,37,2,30,148,76,0,3,7,2,0,12,0,0,0,39,506,49,38,252,20,107,0,0,7,17,0,0,16,,
樹德科技大學,10984,4871,6113,318,280,37,0,1,0,0,0,0,403,37,74,16,75,93,2,23,21,11,10,3,7,0,26,5,870,107,0,219,233,251,0,1,15,19,18,7,0,,
